waterid,origWaterid,demtarea,rchname,station_id,station_name,staid,sitedata.demtarea.class,Obs,predict,Obsyield,predictYield,Resids,standardResids,leverage,leverageCrit,CooksD,CooksDpvalue,boot_resid,weight,tiarea,pResids,ratio.obs.pred,pratio.obs.pred,xlat,xlon,FacWW_P_Jgradient,FacPmine_Jgradient,FertP_Seas_Jgradient,Pmines_v17_Jgradient,GeolP_Jgradient,urban_Seas_Jgradient,logAirTemp_Jgradient,logPPT_Jgradient,PrevSurfSoMoi_Jgradient,PrevET_Jgradient,PrevEVIMean_Jgradient,lkfactup_Jgradient,rchtot_Jgradient,huc8,huc4
17656,767422,1019.7936,NA,NA,Alafia River at US 301,158,1034,167045.74556,114186.885983432,163.803484901258,111.970585011939,0.380431243557288,0.532379286356784,0.000670835925879511,0.03125,1.35900800422261e-05,1,0.380558911266697,1,42.3351,-0.40989487491195,1.46291532623316,0.663720020094522,27.8691,-82.3264,0,0,0.145088820089486,0,1.26429397244364,0.0011882482160693,0.000239336642922266,-0.0318247209730863,3.72727617259594e-06,0.028062795410222,-0.0103016093242373,0,0.197307424595188,3100204,NA
17660,767424,1033.6248,NA,NA,Alafia River at US Hwy 41 SR 45,159,1034,141607.76253,160076.486492461,137.001127033717,154.869045801204,-0.12259074170254,-0.171522312869627,0.000293296244610682,0.03125,6.16519916183999e-07,1,-0.122608723360184,1,13.8312,-0.532151898929103,0.88462562886567,0.58733971311481,27.8591667,-82.3830556,0,0,0,0,0,0,0,0,0,0,0,0,0.160448029057846,3100204,NA
17665,767279,83.1753,NA,NA,Bullfrog Creek  Old Big Bend Road,160,101,8303.215924,5752.669027054,99.8279047265234,69.1631893970205,0.366978974752145,0.517322914242168,0.0151786779860213,0.03125,0.000294626563318185,1,0.369796214959004,1,83.1753,0.367047639302927,1.44336757163521,1.44346668322381,27.79197208,-82.35203685,0,0,-14.393652128221,0,-4.24044538156322,-0.00398493148138119,0.0902843742166108,-0.451255350870965,-0.0663492431483803,-1.07250088728753,-0.434286271749111,0.0240115211574671,1.12318572658511,3100206,NA
17765,766576,56.2347,NA,NA,D3,161,101,2027.4937735,6400.03710362562,36.054140477321,113.809393552835,-1.14950335181104,-1.62316158687441,0.0184883045817309,0.03125,0.00354484365354168,1,-1.16027918842973,1,56.2347,-1.14945757544385,0.316794065514312,0.3168085675277,27.6019444,-82.2111111,0,0,-14.0382694721408,-12.965539602924,-5.50498206738226,2.28114458834575e-07,0.130015690095258,-0.393049565612885,-0.169691702309775,-1.10056368269776,-0.406965343641822,0.0240115211574671,0.961556215942861,3100203,NA
17825,766493,100.8054,NA,NA,D1,162,101,4632.6488618,6551.22854432883,45.9563561257631,64.988865123583,-0.346523783192234,-0.487132978016201,0.00969370676650434,0.03125,0.000165915655290251,1,-0.348215643445811,1,44.5707,-0.768688700184422,0.70714200099313,0.463620615513526,27.6494444,-82.2944444,0,0,-10.6032937455338,0,-3.09726538344275,-0.00628660637102205,0.0972724309285208,-0.288096927068709,-0.0663566977007255,-0.827224836330232,-0.345792318704098,0.0295276385008422,0.801094037404962,3100203,NA
17860,766549,398.8728,NA,NA,LITTLE MANATEE RIVER AT US HWY 301,163,473,24567.032641,38829.462707011,61.5911454503792,97.3479833847057,-0.457773898981616,-0.647886025054173,0.022980264261039,0.03125,0.000705213911533203,1,-0.463126208397011,1,293.5188,-0.574735378168628,0.63269051200557,0.562853792503223,27.6708323,-82.3527732,0,0,-8.07645314854819,-28.2967828020376,-5.54478706094739,-0.00628660637102205,0.0900450375736886,-0.398875456149886,-0.0663492431483803,-1.12684325958604,-0.362749955680766,0.0348701199048097,1.40958535233227,3100203,NA
17915,766601,473.283,NA,NA,Little Manatee River near small cove on the S side,164,473,13402.874037,26283.4533504575,28.3189424445839,55.5343279823225,-0.673470426680607,-0.942893349248444,0.00158655130918097,0.03125,0.000100911534111578,1,-0.674005310924368,1,74.4102,-1.18352215397553,0.509935808597491,0.306198359318358,27.672217,-82.417,0,0,-1.8905276588124,0,-6.72874290613458,0.00115038121590276,-0.0072288265083827,-0.0523798947210792,-0.000618727844650925,-0.0950169941735622,-0.0697755808679543,-1.05875572809503e-06,0.518231781670987,3100203,NA
18138,766161,181.9665,NA,NA,MANATEE RIVER NEAR MYAKKA HEAD FL,165,291,6067.9182563,12108.1288154978,33.3463481261661,66.5404281309902,-0.690861439857819,-0.973848673938883,0.0150879295496139,0.03125,0.00103773653365802,1,-0.696133002523184,1,181.9665,-0.690775609169343,0.501144177499446,0.501187192895221,27.47365137,-82.21120106,0,0,-12.4938492578344,-12.2828933754882,-10.9691882876978,0,0.130015690095258,-0.360842610790889,-0.169687975033603,-1.27799661931432,-0.390008454323413,0.0240125799131952,1.28481523722736,3100202,NA
18462,765901,126.5526,NA,NA,GC2,166,171,10995.596284,14531.9994088388,86.8855818371175,114.829718305581,-0.278858218855385,-0.393513889491384,0.0172449729156365,0.03125,0.000194092761274479,1,-0.281294222354104,1,126.5526,-0.278774295515541,0.756647173912773,0.756710676935347,27.5535833,-82.3728666,0,0,-15.0207177083082,0,-12.2337249735168,-3.78670001665394e-05,0.13724451660364,-0.366475652225873,-0.169065519912779,-1.24992843653696,-0.457773955961537,0.0240115211574671,1.12201131974073,3100202,NA
19662,870680,49.3056,NA,NA,Brushy Creek at Gunn Hwy,167,49,919.92054685,276.06397945362,18.6575266673562,5.59903904330583,1.20365465572608,1.70229749344268,0.0215663322460551,0.03125,0.00456234146850034,1,1.21684764482445,1,49.3056,1.20410479000342,3.33227300668015,3.3337733146266,28.06565,-82.55524,0,0,-3.15858556309228,0,-35.1485374581351,-0.0744234827670742,0.276402293197108,0.0786679988101907,-0.432382672401992,2.06311648779494,-0.0922888794540922,0.0414476398656,1.06139140982486,3100206,NA
19663,870679,49.059,NA,NA,ROCKY CREEK AT ST HWY 587 AT CITRUS PARK FL,168,49,235.29468721,158.153670990104,4.79615742697568,3.22374428728885,0.397271555125323,0.559554292195666,0.0135184081621585,0.03125,0.000306473548370338,1,0.399984330137672,1,49.059,0.397571008860675,1.4877598840227,1.48820546598953,28.06585014,-82.56565243,0,0,-7.09169307285923,0,-22.0188360593397,-0.0594968131532338,0.272670361351781,0.0655721590411394,-0.254226325904251,0.244368279594925,-0.0951481115517962,0.0240120505353311,0.499795009162289,3100206,NA
19979,870456,254.7864,NA,NA,BLACKWATER CREEK NEAR KNIGHTS FL,169,291,21336.176606,5397.44695935335,83.7414265675091,21.1842035499279,1.37447800774995,1.93747793171029,0.0150808780400707,0.03125,0.00410555194980356,1,1.38496089384062,1,254.7864,1.37476411004488,3.95301274226069,3.95414387007952,28.14056981,-82.1498072,-0.0409872817270676,0,-11.370880173644,-2.36529742033022,-20.7546634435838,-0.0103474999671952,0.220059294515396,-0.157141993733322,-0.168446792068128,-0.122180099272111,-0.228980435263167,-0.018673274776412,1.44410300892088,3100205,NA
19981,870438,171.3213,NA,NA,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,170,171,11915.174146,919.506653736696,69.5487026189972,5.36714730589072,2.5617307248471,3.61870284307856,0.0192470601565828,0.03125,0.0183561920432515,0.999999999977265,2.58674529503909,1,171.3213,2.56214175847747,12.958225041199,12.9635524022682,28.18556681,-82.1839736,0,0,-8.77149516661365,0,-36.3726623669505,-0.0310419296154384,0.256298731768413,-0.173054354219865,-0.0425785393576497,-0.562971784637183,-0.217173976777747,-0.0120952254377576,1.50589025094111,3100205,NA
19992,870448,291.0339,NA,NA,HillsboroughBlackwater Creek1501,171,291,19132.501883,20722.6183413071,65.7397708067686,71.2034520422091,-0.0798372191103862,-0.111736480259925,0.000876126370668027,0.03125,7.82004683300885e-07,1,-0.0798722158547556,1,36.2475,1.19881783307467,0.923266624317573,3.31619430937098,28.146,-82.1711666,0,0,-0.631744966106667,0,0,0,0.000237903489371834,2.30957008404415e-06,0,5.38736713576925e-06,-0.00847844465920463,0,0.31973580075137,3100205,NA
20004,870576,503.6427,NA,NA,Hillsborough River at US 301 bridge,172,538,48500.887636,30557.8340567277,96.3001898687304,60.6736364028065,0.461961012869674,0.646363912776565,0.000333923235267086,0.03125,9.96822544571745e-06,1,0.462038161949607,1,41.2875,1.91759322264751,1.58718342229239,6.80456168054943,28.1502778,-82.2211111,0,0,0.145144527065907,0.000135391953081295,0.000242713375397128,0,0.000239336642922266,1.15478504202207e-06,0,5.38736713576925e-06,0.00194802359431725,0,0.160448029057846,3100205,NA
20017,870646,538.2702,NA,NA,HILLSBOROUGH RIVER NEAR ZEPHYRHILLS FL,173,538,41471.775371,47856.3918320397,77.0463892873876,88.9077489930515,-0.143191605271044,-0.200317995633217,1.45264721988904e-05,0.03125,4.16368976072617e-08,1,-0.143192645316812,1,34.6275,1.72713252955562,0.866588010156563,5.62450266772839,28.15001267,-82.23230876,0,0,5.57069764213807e-05,0,0,0,0,0,0,0,-6.2055635512697e-05,0,-0.0356849886929661,3100205,NA
20061,870594,948.6135,NA,NA,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,174,977,55119.43645,41504.7056112074,58.1052625226185,43.7530201828325,0.283695593565975,0.398150282290395,0.0064044628110837,0.03125,7.29859216015469e-05,1,0.284608439569185,1,410.3433,1.51534785339264,1.32802860876373,4.55100393369555,28.09751561,-82.3123123,0,0,-1.11831755165922,-3.7762169633904,1.26477939919443,-0.00628615014210438,0.0250386256796103,-0.0322069548219956,-0.000622455120823521,-0.149364753839202,-0.0358618022311358,0.00551611734337508,0.839141989266733,3100205,NA
20063,870613,438.2406,NA,NA,Cypress Creek at SR 581,175,473,5152.0748299,1863.27469774107,11.7562700258716,4.25171628950186,1.01706398324741,1.44491618653426,0.0303617359193188,0.03125,0.00466954032217891,1,1.03286462285574,1,438.2406,1.01739347772373,2.76506455872883,2.76597578234093,28.08918264,-82.40898178,0,0,-10.3554116272028,0,-25.4034740792527,-0.0264623037398755,0.272788596519692,-0.212532990451473,-0.051975002588764,-0.414512108476789,-0.206810124903432,-0.0626142843816757,2.34385429599345,3100205,NA
20204,870784,48.393,NA,NA,Delaney Creek at US 41,176,49,1249.2263051,385.756520368951,25.8141943070279,7.97132891883023,1.1750732885485,1.66154104422936,0.0211722617562276,0.03125,0.00426535417482213,1,1.18771384804235,1,48.393,1.17530169354727,3.23838027133072,3.23912001805035,27.915,-82.4022222,0,0,-3.476755958923,0,-13.7619697417049,-0.0931634277320228,0.256416966936324,-0.0392857871295909,-0.432073308479666,2.1984444565619,-0.130473282067399,0.0241004566386271,0.961556215942861,3100206,NA
20284,870245,296.2773,NA,NA,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,177,310,27038.628734,13765.5633964313,91.2612229624072,46.4617552422385,0.675096469996467,0.955520409731853,0.0230996933144532,0.03125,0.00154208342153544,1,0.683031470493703,1,300.8259,0.674916225550666,1.96422245536349,1.96386844708057,27.79669525,-82.11758774,0,-0.0505251816543755,-4.08059172984255,-61.4137899176754,2.52907337163807,0,0.227527457666701,0.0644162192140753,7.45455234519187e-06,-0.488741946556986,-0.156507303396059,-0.181422029031995,1.64023602667169,3100204,NA
20348,870290,310.203,NA,NA,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,178,310,221997.92162,38046.9976052678,715.653690067472,122.651933105959,1.76384584512524,2.51157734518246,0.0347792572382832,0.03125,0.0162352408096936,0.999999999990818,1.79534246455297,1,310.203,1.76365415658764,5.83483416807804,5.83371580444141,27.8839148,-82.10008689,-0.61046363465246,-4.16893257848184,-1.11834540514743,-25.2707726506706,-6.68869519919405,-0.00628615014210438,0.104977064415647,-0.020558638103119,-0.102720004040571,-0.0959112971180999,-0.0781291665978743,-0.0668741880536661,1.08631925630774,3100204,NA
20349,870213,359.2467,NA,NA,S Prong of Alafia River upstream of confluence w N,179,473,35496.350904,29201.372126421,98.8077299081662,81.2850114598714,0.195214200960283,0.273327670176827,0.00171597005181723,0.03125,9.17264833688116e-06,1,0.195381907687233,1,62.9694,0.726209569917803,1.21557133515255,2.06723004761463,27.8630556,-82.1369444,0,0.000151272998965196,-0.49587565061492,-9.87237504282878,1.26429397244364,0,0.0250386256796103,-0.0318247209730863,3.72727617259594e-06,-0.15025905678374,-0.0442153879610558,-0.0295297560122983,0.518217632190934,3100204,NA
20360,870285,686.349,NA,NA,HillsboroughAlafia River2151,180,916,311820.66127,242880.265858646,454.317936312284,353.872834168398,0.249859630109039,0.349570665275134,0.000182507155625619,0.03125,1.59331297271585e-06,1,0.249882433815665,1,16.8993,1.77270394468423,1.28384519082945,5.88674930531255,27.86,-82.14,0,0,2.78534882106903e-05,-0.0226104561645763,0,0,-1.43315355043273e-06,0,0,0,0.00194727593605806,1.05875572809503e-06,0.125951596689309,3100204,NA
20385,870278,836.9532,NA,NA,ALAPHIA RIVER AT LITHIA,181,916,210709.30458,307664.884943067,251.757570889268,367.60106173567,-0.378531674575845,-0.529870033707026,0.00123286908913169,0.03125,2.47550270398541e-05,1,-0.378765230556428,1,150.6042,1.1655442913055,0.684866277862655,3.2076683141226,27.8719425,-82.211383,0,0,0.145116673577697,-3.09329995204834,0,0,0.0394934123892748,0.00601527528389298,0,0.028062795410222,-0.00653042106488737,-0.0295286972565703,0.319728726011343,3100204,NA
20397,870287,916.0461,NA,NA,Alafia River at Bell Shoals Road,182,916,280596.27811,202922.252827083,306.312398589984,221.519695162813,0.324093988856639,0.453437344412199,0.000216674146006945,0.03125,3.18278819526528e-06,1,0.324129105957598,1,79.0929,1.46617906423506,1.38277726666629,4.33264870100267,27.8577778,-82.2688889,0,0,-0.00465153253118528,0.705256683600465,0,0,0.000239336642922266,0,0,5.38736713576925e-06,0.00194764976518766,1.05875572809503e-06,0.123588633520504,3100204,NA
20409,870276,977.4585,NA,NA,Alafia River upstream of Buckhorn Springs,183,977,161885.72928,273119.555179248,165.619030659614,279.418057318288,-0.52301891885695,-0.731778121885424,0.000289018931711762,0.03125,1.10581540445509e-05,1,-0.523094516428789,1,61.4124,0.930340685024886,0.592728445144672,2.53537279404234,27.884933,-82.30665,0,0,0,0,0,0,0,0,0,0,3.7382912959456e-07,0,0.159273622213471,3100204,NA
20436,870952,1019.7936,NA,NA,Alafia River at US 301,184,1034,258694.40842,156976.135201104,253.673300577686,153.929319816386,0.499553686104882,0.699000931852429,0.000443531618056853,0.03125,1.54861950397429e-05,1,0.499664506897991,1,42.3351,1.42689705463516,1.64798558767283,4.16575301266549,27.8691,-82.3264,0,0,0,0,0,0,0,0,0,0,0,0,0.197307424595188,3100204,NA
20440,870954,1033.6248,NA,NA,Alafia River at US Hwy 41 SR 45,185,1034,198520.47563,247694.979363848,192.062415327109,239.637225581127,-0.221305820674425,-0.309639094163355,0.000293296244610682,0.03125,2.00917348784951e-06,1,-0.221338281898223,1,13.8312,1.2050466802411,0.8014715362413,3.33691484242121,27.8591667,-82.3830556,0,0,0,0,0,0,0,0,0,0,0,0,0.160448029057846,3100204,NA
20445,870809,83.1753,NA,NA,Bullfrog Creek  Old Big Bend Road,186,101,5906.2493232,1516.62186686413,71.0096545873595,18.2340414385536,1.35952559214229,1.91303467044826,0.0116116897893127,0.03125,0.00307103998399253,1,1.36748819884276,1,83.1753,1.35959807139034,3.89434535545249,3.8946276249047,27.79197208,-82.35203685,0,0,-15.1611967760989,0,-5.54502977432278,-0.00517386404082699,0.263645793444706,0.0552934173821009,0.0422673117972379,-0.548934999564936,-0.237396637372294,0.0240115211574671,1.12318572658511,3100206,NA
20545,870106,56.2347,NA,NA,D3,187,101,1959.1327305,1329.12422135648,34.8385023926508,23.6353038489843,0.387981645721256,0.545536136044443,0.0101398910460435,0.03125,0.000217760184989501,1,0.389963778287537,1,56.2347,0.388019315856754,1.47400272978289,1.47405825671129,27.6019444,-82.2111111,0,0,-13.5842436875624,-10.4059547299222,-6.13712905360408,0.00059412410803465,0.260031380190515,0.130952623765303,0.051975002588764,-0.414509414793222,-0.170542531152122,0.0212550506193717,0.981163857925921,3100203,NA
20605,870023,100.8054,NA,NA,D1,188,101,4424.3845849,2907.37423091578,43.8903529463699,28.8414532447248,0.419880844232724,0.587989331999149,0.00204320921749361,0.03125,5.05605697295001e-05,1,0.420310454888864,1,44.5707,0.607003189203427,1.52178021592576,1.83492423018816,27.6494444,-82.2944444,0,0,-6.87634382875828,0,-8.84884424022849,-1.9047557312687e-05,0.110150032155934,0.0523804721136002,0.0516656386664386,-0.31860081135869,-0.131446733120863,0.0120946960598935,0.784429487272868,3100203,NA
20640,870079,398.8728,NA,NA,LITTLE MANATEE RIVER AT US HWY 301,189,473,26442.773117,10963.4510492522,66.2937485759871,27.4860834061691,0.8804157841668,1.23668039513513,0.00811985803525983,0.03125,0.000894285434186516,1,0.884012125975338,1,293.5188,1.06097017412041,2.41190232876569,2.88917263052383,27.6708323,-82.3527732,0,0,-6.94888823880302,-16.0362290988078,-5.50473935400686,0,0.162521045772622,0.0523822042911633,-3.72727617259594e-06,-0.365662156973202,-0.12058381935854,0.000175753450863774,1.35618521461329,3100203,NA
20695,870131,473.283,NA,NA,Little Manatee River near small cove on the S side,190,473,14027.373548,25178.5584083627,29.6384479222791,53.1997946437178,-0.584982101498406,-0.81879316203264,0.00106955394475328,0.03125,5.12728929668002e-05,1,-0.585295187624813,1,74.4102,0.407795722903449,0.557115833261567,1.5034999991836,27.672217,-82.417,0,0,0.290289054131815,0,0.000485426750794256,0,0.000478673285844533,-2.30957008404415e-06,0,1.07747342715385e-05,-0.0207280775777592,0,0.285232293642806,3100203,NA
20918,869691,181.9665,NA,NA,MANATEE RIVER NEAR MYAKKA HEAD FL,191,291,5152.8357974,2954.26997279803,28.3174968876139,16.2352409525821,0.556295631186613,0.781790510964132,0.00910185267734623,0.03125,0.000401008464057606,1,0.558844705862125,1,181.9665,0.55639195229257,1.7441993605343,1.7443673718371,27.47365137,-82.21120106,0,0,-13.3363058622549,-10.7474132355932,-11.0097214213891,0,0.26003209676729,0.170142563736406,0.0422691754353242,-0.488739252873418,-0.203483045650041,0.0240115211574671,1.283644367753,3100202,NA
21242,869431,126.5526,NA,NA,GC2,192,171,9451.5538512,3117.639038568,74.6847860194101,24.6351243559437,1.10910315972934,1.5593478628442,0.00995171931117025,0.03125,0.00174582105711853,1,1.11466343672197,1,126.5526,1.10918517572055,3.03163827956854,3.03188693258365,27.5535833,-82.3728666,0,0,-15.9380723425273,0,-4.28073580187914,-0.00628660637102205,0.220535101494139,0.163158423802257,0.102712549488226,-0.639001003340726,-0.230741918121817,0.0184975213255482,1.16003804738243,3100202,NA
22442,974210,49.3056,NA,NA,Brushy Creek at Gunn Hwy,193,49,1048.4956961,535.888442707495,21.2652456536377,10.8687135479032,0.67118573538531,0.945215841430679,0.0132163156361471,0.03125,0.000854717093349881,1,0.675665490271963,1,49.3056,0.671451333682429,1.95655590331942,1.9570756302518,28.06565,-82.55524,0,0,-4.34946145154035,0,-24.7511818828729,-0.0781607960033905,-0.117377425510766,-0.654858965985003,-0.39011722424284,1.5884113263102,-0.0466002308933043,0.0241009860164911,1.07923036680133,3100206,NA
22443,974209,49.059,NA,NA,ROCKY CREEK AT ST HWY 587 AT CITRUS PARK FL,194,49,479.41591444,376.875287196708,9.77223168919057,7.68208253728588,0.240654188499538,0.338954151893394,0.013485572198635,0.03125,0.000112181131878656,1,0.24229346693145,1,49.059,0.240801531181423,1.27208105897846,1.2722685046223,28.06585014,-82.56565243,0,0,-8.21229461055173,0,-13.7618483850172,-0.054342110726949,-0.0938973543172518,-0.651850750950536,-0.263004061290714,0.230781339678515,-0.032970981571981,0.0240115211574671,0.480774570601417,3100206,NA
22759,973986,254.7864,NA,NA,BLACKWATER CREEK NEAR KNIGHTS FL,195,291,22004.207605,9662.00754563718,86.3633522236666,37.9219909133187,0.823032242752099,1.16224396257886,0.0186190839995118,0.03125,0.00183057389541593,1,0.830802978928982,1,254.7864,0.823171479202294,2.2773949928176,2.27771211128881,28.14056981,-82.1498072,0.00918272403976765,0,-14.1833861457185,1.41105493501326,-11.0905449753964,-0.0114978811830979,-0.137245949757191,-0.622747858321496,-0.0851533514391268,-0.244376360645629,-0.186525408673372,-0.0476715354132066,1.28364083038298,3100205,NA
22761,973968,171.3213,NA,NA,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,196,171,4212.8145704,1562.33632775179,24.5901389401084,9.11933500242985,0.991948621453409,1.39310916418879,0.00778322374204489,0.03125,0.00108741473091864,1,0.995831581704416,1,171.3213,0.992159383477334,2.69648378237628,2.6970521586497,28.18556681,-82.1839736,0,0,-11.1253098948345,0,-19.2868543058697,-0.0290491217030595,-0.117496377255452,-0.586470863618893,-0.000311227560411761,-0.440791685365072,-0.172834103716536,-0.00942451411363787,1.34543868451325,3100205,NA
22772,973978,291.0339,NA,NA,HillsboroughBlackwater Creek1501,197,291,24505.881595,22103.6931574512,84.2028423321132,75.948860794056,0.103168448082632,0.144376113093938,0.000686827968732145,0.03125,1.02331423489668e-06,1,0.103203895831374,1,36.2475,0.845201452843375,1.10867814805595,2.32844683956192,28.146,-82.1711666,0,0,-1.40857875230282,0,0,0,-0.000237903489371834,-0.0582057852580806,0,-0.000894302944537695,-0.0188424834480842,0,0.31973580075137,3100205,NA
22784,974106,503.6427,NA,NA,Hillsborough River at US 301 bridge,198,538,32835.805591,28978.5190475393,65.1966276707674,57.5378518293611,0.124964720845686,0.174851025713022,0.000375283875803277,0.03125,8.1984405629379e-07,1,0.124988176070057,1,41.2875,0.943148619771467,1.13310847725285,2.56805452934649,28.1502778,-82.2211111,0,0,0.285609668112419,0,0,0,1.43315355043273e-06,0.0116471619338346,0,5.38736713576925e-06,0.00188559412967496,0,0.160455103797873,3100205,NA
22797,974176,538.2702,NA,NA,HILLSBOROUGH RIVER NEAR ZEPHYRHILLS FL,199,538,33025.509408,32844.1361251727,61.3548909228116,61.0179350912845,0.00550705077410996,0.00770407082194428,8.89760930560078e-06,0.03125,3.77215642144618e-11,1,0.00550707527406656,1,34.6275,0.915099679253114,1.00552224245254,2.49702414100152,28.15001267,-82.23230876,0,0,0.140492994534722,0,0,0,0,0.00582473575195934,0,0,0.00188559412967496,1.05875572809503e-06,-0.0356920634329924,3100205,NA
22841,974124,948.6135,NA,NA,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,200,977,51777.130511,39843.4520592387,54.5819034949429,42.0017763390872,0.261990478814846,0.366982746448237,0.00257963400794027,0.03125,2.48795842861783e-05,1,0.262329053779918,1,410.3433,0.821251800836331,1.29951416945546,2.27334383081312,28.09751561,-82.3123123,0,0,-3.02274410108875,-3.77594617948423,-6.68845248581865,-0.00636234037135513,-0.0399692193680185,-0.189348948555317,-0.000622455120823521,-0.150248282049468,-0.0612971362087496,-0.0291761315991146,0.765409048711995,3100205,NA
22843,974143,438.2406,NA,NA,Cypress Creek at SR 581,201,473,4191.2678479,3540.13724930794,9.5638511080443,8.07806773107726,0.168837779775791,0.239137271346377,0.0244641504656162,0.03125,0.000102436188044574,1,0.17094169882086,1,438.2406,0.169017070547275,1.183928066269,1.18414035267531,28.08918264,-82.40898178,0,0,-11.2257913535545,0,-16.4736849283293,-0.025867951517382,-0.0977511042143654,-0.680954798364618,-0.10333500460905,-0.36655645991774,-0.159204854395213,-0.0478483476197985,2.08591634937235,3100205,NA
22984,974314,48.393,NA,NA,Delaney Creek at US 41,202,49,1935.5784091,548.236055105634,39.997074145021,11.3288296882945,1.26145552853722,1.777806814474,0.0146891539598333,0.03125,0.00336561641194539,1,1.27082372116433,1,48.393,1.26158189038414,3.53055657517281,3.53100273101026,27.915,-82.4022222,0,0,-4.42434555459479,0,-11.6214804840776,-0.0911328668767068,-0.110030363834473,-0.628476169522446,-0.389807860320514,1.83233514811643,-0.0508396401374714,0.0241004566386271,0.864664113911831,3100206,NA
23064,973775,296.2773,NA,NA,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,203,310,39664.787426,21166.1672565971,133.877240767349,71.4403947133213,0.628059804730349,0.886254813544107,0.0171589363432143,0.03125,0.000979481523647392,1,0.633518575178347,1,300.8259,0.627925336651735,1.87397117981467,1.87371920745225,27.79669525,-82.11758774,0,-0.0251113178282226,-6.31717112618457,-45.3775608188676,1.22448897887851,2.28114458834575e-07,-0.13724451660364,-0.680953643579576,0.0845383508706484,-0.394624642695097,-0.0782536516980293,-0.168088059392366,1.4809553297182,3100204,NA
23128,973820,310.203,NA,NA,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,204,310,204821.95667,42895.4514456827,660.283609990877,138.281871695898,1.56337530431592,2.20512523559821,0.0163094854878347,0.03125,0.00575864438299572,0.999999999999996,1.57628232422172,1,310.203,1.56320078191601,4.77491085341205,4.77407759722365,27.8839148,-82.10008689,-0.577748814867641,0.787981051609707,-2.53151998300501,-20.8119094598443,1.26453668581904,-0.00628615014210438,-0.0724760081989337,-0.276254606462772,0.102712549488226,-0.094111916494753,-0.0489854476546824,-0.0960503196527807,1.12317865184508,3100204,NA
23129,973743,359.2467,NA,NA,S Prong of Alafia River upstream of confluence w N,205,473,53910.077837,44044.0469999588,150.064225605969,122.601117838964,0.202127231930305,0.282940061106963,0.00124428221844264,0.03125,7.12394350154051e-06,1,0.202253101065314,1,62.9694,0.681301845882942,1.22400373056205,1.97644909022233,27.8630556,-82.1369444,0,0,-0.973145171105098,-6.14137899176754,0,0,0.0149363263026099,-0.0927269293042884,-7.45455234519187e-06,0.0271738798328201,-0.0339145262950777,0.0110343521982064,0.249540230209814,3100204,NA
23140,973815,686.349,NA,NA,HillsboroughAlafia River2151,206,916,269848.87212,245212.777399062,393.165681191347,357.27126782302,0.0957357565858157,0.133965370794919,0.000548430734559495,0.03125,7.034238611475e-07,1,0.0957620196045485,1,16.8993,1.37570401830457,1.10046823408735,3.95786214971015,27.86,-82.14,0,0,-0.767614281598415,-3.73126683496741,0,2.28114458834575e-07,0.00746529684420411,-0.0318247209730863,-3.72727617259594e-06,-0.148470450894665,-0.0103016093242373,-0.0291782491105708,0.125951596689309,3100204,NA
23165,973808,836.9532,NA,NA,ALAPHIA RIVER AT LITHIA,207,916,217034.04834,275399.24800147,259.314437581456,329.049758100536,-0.238167609697635,-0.333335814931483,0.00092073285640099,0.03125,7.31424689430635e-06,1,-0.238277329842448,1,150.6042,0.915569458478634,0.788070591749915,2.49819746664902,27.8719425,-82.211383,0,0,-0.776861639684364,-2.38777248454172,0,0,0.00746672999775454,-0.0525738986081389,0,0.0280681827773578,-0.016894459853767,-0.0240115211574671,0.320910207595746,3100204,NA
23177,973817,916.0461,NA,NA,Alafia River at Bell Shoals Road,208,916,261312.25415,210351.565235248,285.261030149029,229.629890062573,0.216935817180593,0.303699836098992,0.001445169919579,0.03125,9.53472290102309e-06,1,0.217092741846931,1,79.0929,1.10728711265178,1.24226436754944,3.02613767791825,27.8577778,-82.2688889,0,0,-0.00462367904297459,0.000135391953081295,0,0,0,0.00582473575195934,0,0,-6.2055635512697e-05,0,0.356602271028738,3100204,NA
23189,973806,977.4585,NA,NA,Alafia River upstream of Buckhorn Springs,209,977,174417.03953,255805.644265058,178.439329679981,261.704864467451,-0.382968743620845,-0.535828773953403,0.000292144520439571,0.03125,5.9930605769542e-06,1,-0.383024696990971,1,61.4124,0.705167929352788,0.68183421062154,2.0241865767244,27.884933,-82.30665,0,0,-0.00462367904297459,0,0,0,0,-0.000191694316975664,0,0,-6.2055635512697e-05,0,0.160462178537899,3100204,NA
